"district","state","location_name","dist_code_2011","vill_code_2011","tot_p","tot_m","tot_f","p_lit","m_lit","f_lit","tot_work_p","tot_work_m","tot_work_f","adi_2011","msw_2011","asset_2011","fc_2011","bf_2011","adi_2019","msw_2019","asset_2019","fc_2019","bf_2019"
"ranchi","jharkhand","Garai","364.0","374439.0",906,434,472,490,273,217,615,297,318,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Fatehpur","364.0","374440.0",1126,552,574,573,315,258,748,356,392,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Murup","364.0","374441.0",300,163,137,153,98,55,184,100,84,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Dari","364.0","374442.0",2035,996,1039,1026,573,453,754,494,260,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Malgo","364.0","374443.0",2248,1109,1139,1068,622,446,886,541,345,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Jhiki","364.0","374444.0",427,219,208,200,130,70,247,132,115,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Manri","364.0","374445.0",1032,516,516,359,234,125,517,249,268,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Unekel","364.0","374447.0",443,220,223,207,119,88,104,90,14,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Koisara","364.0","374448.0",831,401,430,412,231,181,308,180,128,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Semla","364.0","374449.0",808,409,399,414,240,174,455,232,223,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Duru","364.0","374450.0",606,315,291,316,189,127,292,142,150,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Pola","364.0","374451.0",736,359,377,327,190,137,364,182,182,"4","1","1","1","1","4.0","1.0","1.0","1.0","1.0"
"ranchi","jharkhand","Tilai","364.0","374452.0",408,198,210,163,96,67,210,107,103,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Sakarpur","364.0","374453.0",1076,521,555,478,278,200,461,262,199,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Dewgaon","364.0","374454.0",1249,615,634,496,294,202,687,355,332,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Sarsa","364.0","374455.0",1163,573,590,475,285,190,644,326,318,"4","1","1","1","1","4.0","1.0","1.0","1.0","1.0"
"ranchi","jharkhand","Taberkhurd","364.0","374456.0",397,210,187,185,112,73,268,144,124,"4","1","1","1","1","6.0","3.0","1.0","1.0","1.0"
"ranchi","jharkhand","Seheda","364.0","374457.0",480,248,232,258,164,94,270,145,125,"4","1","1","1","1","6.0","2.0","1.0","1.0","2.0"
"ranchi","jharkhand","Latratu","364.0","374459.0",1175,596,579,411,263,148,571,285,286,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Balandu","364.0","374460.0",1008,500,508,432,252,180,491,246,245,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Nawatoli","364.0","374461.0",698,348,350,374,215,159,388,194,194,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Tigra","364.0","374464.0",375,182,193,220,124,96,181,91,90,"5","1","2","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Tetra","364.0","374465.0",618,320,298,303,179,124,288,160,128,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Khatanga","364.0","374466.0",1006,505,501,515,300,215,508,251,257,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Takriya","364.0","374467.0",1260,672,588,844,513,331,460,343,117,"6","2","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kurkuriya","364.0","374468.0",474,228,246,287,156,131,209,103,106,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Kandarkel","364.0","374469.0",351,172,179,165,95,70,113,64,49,"5","2","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Champadih","364.0","374470.0",770,413,357,368,234,134,374,188,186,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Karum","364.0","374471.0",584,301,283,295,179,116,310,157,153,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Pokta","364.0","374472.0",1302,648,654,581,347,234,502,294,208,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Akumroma","364.0","374473.0",800,394,406,406,239,167,439,223,216,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Sumandih","364.0","374474.0",1330,692,638,891,538,353,698,342,356,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Erkia","364.0","374475.0",820,416,404,545,321,224,564,287,277,"5","1","2","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Sutilong","364.0","374476.0",740,359,381,416,255,161,413,195,218,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Hethburhadih","364.0","374477.0",441,220,221,295,185,110,243,122,121,"5","1","1","2","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Burhadih","364.0","374478.0",764,365,399,330,219,111,459,222,237,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Bichahatu","364.0","374479.0",674,327,347,362,219,143,418,198,220,"6","1","1","3","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Paramdih","364.0","374480.0",664,328,336,451,261,190,383,199,184,"5","1","2","1","1","7.0","1.0","2.0","3.0","1.0"
"ranchi","jharkhand","Baghadih","364.0","374481.0",776,399,377,478,299,179,420,213,207,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Burudih","364.0","374482.0",317,172,145,186,119,67,182,94,88,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Sirkadih","364.0","374483.0",768,401,367,541,336,205,445,218,227,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Lepadih","364.0","374484.0",50,25,25,36,22,14,26,13,13,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kanchi","364.0","374485.0",2610,1337,1273,1485,913,572,1188,693,495,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Gosanidih","364.0","374486.0",769,381,388,448,267,181,456,231,225,"6","2","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Gutuhatu","364.0","374487.0",1224,637,587,651,444,207,371,321,50,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Bhabhri","364.0","374488.0",210,113,97,111,69,42,110,55,55,"6","3","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Damari","364.0","374489.0",1436,748,688,751,453,298,496,361,135,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Neuri","364.0","374491.0",129,60,69,58,31,27,43,33,10,"6","3","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Alna","364.0","374492.0",417,216,201,259,166,93,178,116,62,"6","3","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Dalkidih","364.0","374493.0",1250,637,613,786,477,309,328,304,24,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Chitodih","364.0","374494.0",597,297,300,364,214,150,295,160,135,"7","3","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Tilaimarcha","364.0","374495.0",423,227,196,251,166,85,117,111,6,"5","2","1","1","1","8.0","2.0","2.0","3.0","1.0"
"ranchi","jharkhand","Khudimadkam","364.0","374496.0",813,433,380,503,320,183,436,237,199,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Reladih","364.0","374497.0",1954,992,962,1192,682,510,831,520,311,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Bhorangadih","364.0","374498.0",432,204,228,218,123,95,174,104,70,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Bahadih","364.0","374499.0",287,141,146,144,81,63,94,71,23,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Amjora","364.0","374501.0",772,401,371,404,256,148,427,226,201,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Tunju","364.0","374503.0",2250,1115,1135,1271,711,560,1016,582,434,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Pangura","364.0","374504.0",352,182,170,233,141,92,209,113,96,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Baredih","364.0","374505.0",1262,664,598,708,436,272,506,339,167,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Karambu","364.0","374506.0",1219,631,588,639,415,224,418,318,100,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Anredih","364.0","374507.0",290,157,133,183,111,72,95,79,16,"4","1","1","1","1","4.0","1.0","1.0","1.0","1.0"
"ranchi","jharkhand","Karkadih","364.0","374508.0",33,15,18,19,11,8,10,8,2,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Baruhatu","364.0","374509.0",1791,908,883,954,594,360,772,535,237,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Huanghatu","364.0","374510.0",357,178,179,191,122,69,216,104,112,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Daruhatu","364.0","374511.0",312,154,158,194,112,82,196,95,101,"5","2","1","1","1","4.0","1.0","1.0","1.0","1.0"
"ranchi","jharkhand","Sarjamdih","364.0","374513.0",483,259,224,311,202,109,397,219,178,"4","1","1","1","1","7.0","3.0","2.0","1.0","1.0"
"ranchi","jharkhand","Loahatu","364.0","374514.0",649,314,335,341,204,137,288,142,146,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Churgi","364.0","374515.0",962,482,480,432,255,177,637,315,322,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Pansakam","364.0","374516.0",584,302,282,317,193,124,440,228,212,"4","1","1","1","1","6.0","3.0","1.0","1.0","1.0"
"ranchi","jharkhand","Bera","364.0","374517.0",369,187,182,222,134,88,219,105,114,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Hanjed","364.0","374518.0",798,392,406,439,271,168,433,212,221,"4","1","1","1","1","7.0","2.0","3.0","1.0","1.0"
"ranchi","jharkhand","Buchadih","364.0","374519.0",1071,568,503,567,375,192,460,278,182,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Reda","364.0","374520.0",915,472,443,426,287,139,286,226,60,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Tirildih","364.0","374521.0",641,331,310,386,232,154,350,177,173,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Arradih","364.0","374522.0",832,413,419,337,213,124,475,231,244,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Chutru","364.0","374523.0",197,107,90,79,56,23,111,52,59,"5","1","2","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Jojoda","364.0","374524.0",254,127,127,145,87,58,148,71,77,"5","1","2","1","1","8.0","2.0","2.0","1.0","3.0"
"ranchi","jharkhand","Edalhatu","364.0","374525.0",1936,989,947,1170,717,453,1026,543,483,"5","2","1","1","1","7.0","3.0","2.0","1.0","1.0"
"ranchi","jharkhand","Gowaidih","364.0","374526.0",362,183,179,216,128,88,206,99,107,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Salgadih","364.0","374527.0",794,375,419,386,230,156,267,195,72,"6","3","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Barkolma","364.0","374529.0",665,335,330,343,204,139,192,162,30,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Jamgami","364.0","374530.0",854,441,413,451,296,155,464,238,226,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Lotehatu","364.0","374531.0",513,266,247,259,177,82,409,208,201,"5","1","2","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Madhukama","364.0","374532.0",629,329,300,394,248,146,394,190,204,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Baruhatu","364.0","374533.0",620,303,317,344,207,137,332,160,172,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Jareya","364.0","374534.0",694,342,352,368,221,147,393,194,199,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Humta","364.0","374535.0",2456,1261,1195,1419,896,523,1257,680,577,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kajibaru","364.0","374536.0",286,150,136,186,115,71,175,89,86,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Moisodih","364.0","374537.0",314,160,154,198,120,78,176,94,82,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Ulida","364.0","374539.0",243,117,126,111,73,38,138,63,75,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kadrudih","364.0","374540.0",193,106,87,105,73,32,103,49,54,"5","2","1","1","1","7.0","3.0","2.0","1.0","1.0"
"ranchi","jharkhand","Haludih","364.0","374541.0",110,65,45,45,32,13,38,26,12,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kuchidih","364.0","374542.0",367,176,191,202,123,79,163,93,70,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Roredih","364.0","374543.0",162,80,82,87,53,34,70,42,28,"4","1","1","1","1","9.0","2.0","3.0","3.0","1.0"
"ranchi","jharkhand","Bhurkunda","364.0","374544.0",133,60,73,77,40,37,75,36,39,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Nawadih","364.0","374545.0",225,118,107,110,64,46,103,60,43,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Singardih","364.0","374546.0",130,62,68,68,43,25,62,31,31,"5","2","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Besradih","364.0","374547.0",244,117,127,122,73,49,139,67,72,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Gabhreya","364.0","374548.0",959,502,457,601,375,226,587,296,291,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Ghaghrabera","364.0","374549.0",441,216,225,251,150,101,236,119,117,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Nehalgara","364.0","374550.0",342,179,163,114,72,42,187,96,91,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Hesapiri","364.0","374551.0",364,186,178,213,122,91,210,109,101,"5","2","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Taimara","364.0","374552.0",1416,738,678,889,553,336,593,421,172,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Banaburu","364.0","374553.0",626,312,314,367,227,140,311,165,146,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Korda","364.0","374554.0",854,399,455,426,259,167,267,219,48,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Labga","364.0","374555.0",796,378,418,430,251,179,504,237,267,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Husirhatu","364.0","374556.0",657,321,336,389,235,154,232,162,70,"5","1","2","1","1","6.0","2.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kolanghatu","364.0","374558.0",465,246,219,246,155,91,149,131,18,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Murgidih","364.0","374559.0",146,73,73,62,39,23,44,32,12,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Dami","364.0","374560.0",794,393,401,357,231,126,453,217,236,"4","1","1","1","1","4.0","1.0","1.0","1.0","1.0"
"ranchi","jharkhand","Pancha","364.0","374561.0",648,316,332,313,193,120,345,160,185,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Arahanga","364.0","374562.0",1411,710,701,514,337,177,871,433,438,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Makramdih","364.0","374563.0",1083,540,543,655,380,275,565,284,281,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Siram","364.0","373368.0",846,416,430,343,199,144,353,214,139,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Ulatu","364.0","373369.0",599,317,282,353,227,126,326,167,159,"5","2","1","1","1","7.0","1.0","3.0","1.0","2.0"
"ranchi","jharkhand","Kedli","364.0","373370.0",924,470,454,491,292,199,441,234,207,"4","1","1","1","1","7.0","2.0","3.0","1.0","1.0"
"ranchi","jharkhand","Aktan","364.0","373371.0",748,383,365,439,277,162,251,164,87,"6","1","1","1","3","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Sumu","364.0","373372.0",1521,776,745,715,435,280,575,372,203,"7","2","1","1","3","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kander","364.0","373373.0",796,421,375,347,203,144,286,227,59,"5","1","2","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Koejam","364.0","373374.0",525,283,242,316,203,113,134,118,16,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Arid","364.0","373375.0",718,336,382,367,207,160,356,172,184,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Hendag","364.0","373376.0",349,187,162,207,132,75,188,94,94,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Churugara","364.0","373377.0",419,221,198,202,130,72,251,128,123,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Chapra","364.0","373378.0",1840,951,889,1020,629,391,951,505,446,"6","1","2","2","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Binja","364.0","373379.0",2284,1161,1123,1030,596,434,1252,633,619,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Hering","364.0","373380.0",262,120,142,109,65,44,121,63,58,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Chaingara","364.0","373381.0",1686,842,844,970,570,400,841,424,417,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Salhan","364.0","373382.0",553,274,279,314,183,131,239,119,120,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kori","364.0","373383.0",392,202,190,205,119,86,203,109,94,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Lawagara","364.0","373384.0",337,180,157,208,131,77,97,70,27,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Anatu","364.0","373385.0",693,336,357,433,248,185,358,183,175,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Chalniya (Chalaniya)","364.0","373386.0",318,144,174,136,80,56,122,69,53,"6","1","1","1","3","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Erud","364.0","373387.0",164,83,81,63,33,30,80,44,36,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Umedanda","364.0","373388.0",3644,1886,1758,2270,1341,929,1643,961,682,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Barkamuru","364.0","373389.0",1003,522,481,585,356,229,394,265,129,"7","1","2","1","3","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Sosai","364.0","373390.0",1589,820,769,855,532,323,782,493,289,"5","1","2","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Ichapiri","364.0","373391.0",1377,697,680,648,365,283,726,387,339,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Hutpai","364.0","373392.0",157,84,73,102,66,36,90,43,47,"5","1","2","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Makka","364.0","373393.0",2188,1134,1054,1166,687,479,1231,636,595,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Kanadih","364.0","373394.0",753,387,366,375,228,147,322,172,150,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Karamba","364.0","373396.0",660,340,320,207,136,71,317,160,157,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
"ranchi","jharkhand","Ojhasaram","364.0","373398.0",1542,772,770,817,490,327,743,378,365,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"ranchi","jharkhand","Lothmana","364.0","373399.0",462,220,242,226,130,96,176,89,87,"4","1","1","1","1","7.0","2.0","3.0","1.0","1.0"
"ranchi","jharkhand","Ara","364.0","373400.0",779,402,377,283,159,124,412,208,204,"4","1","1","1","1","6.0","1.0","3.0","1.0","1.0"
