"district","state","location_name","dist_code_2011","vill_code_2011","tot_p","tot_m","tot_f","p_lit","m_lit","f_lit","tot_work_p","tot_work_m","tot_work_f","adi_2011","msw_2011","asset_2011","fc_2011","bf_2011","adi_2019","msw_2019","asset_2019","fc_2019","bf_2019"
"jamui","bihar","Tola Morbaia","238.0","259269.0",244,126,118,45,29,16,131,68,63,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Nonchhaha","238.0","259270.0",70,37,33,38,29,9,36,19,17,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Arbaria","238.0","259272.0",649,325,324,310,190,120,271,135,136,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bujhanet","238.0","259273.0",1741,913,828,899,530,369,853,465,388,"5","1","2","1","1","6.0","1.0","1.0","3.0","1.0"
"jamui","bihar","Tola Jarwanari","238.0","259274.0",107,59,48,89,50,39,30,27,3,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Naiadih","238.0","259278.0",1504,768,736,452,332,120,795,405,390,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Panari","238.0","259283.0",419,217,202,166,106,60,221,111,110,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Binjhi","238.0","259286.0",136,69,67,54,33,21,66,32,34,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kusaia","238.0","259287.0",935,484,451,360,282,78,434,217,217,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Burhialapur","238.0","259288.0",1179,618,561,417,307,110,536,265,271,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Chendara","238.0","259289.0",712,359,353,166,116,50,382,212,170,"4","1","1","1","1","5.0","2.0","1.0","1.0","1.0"
"jamui","bihar","Tola Thakurkura","238.0","259291.0",86,47,39,54,36,18,21,17,4,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kewali","238.0","259295.0",1764,909,855,1002,562,440,677,442,235,"6","2","1","2","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola Balkakna","238.0","259297.0",149,80,69,104,65,39,106,65,41,"6","2","2","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Balthar","238.0","259298.0",1876,965,911,1176,696,480,668,427,241,"7","1","2","3","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola Sono","238.0","259302.0",9932,5321,4611,6311,3790,2521,3110,2400,710,"10","2","2","3","3","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola Debipahari","238.0","259303.0",53,24,29,34,14,20,20,13,7,"7","2","3","1","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Dokli","238.0","259305.0",2668,1290,1378,1313,775,538,1111,589,522,"8","2","2","3","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Churhit","238.0","259306.0",2777,1394,1383,1449,846,603,880,673,207,"6","2","2","1","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Shaharpharka","238.0","259307.0",2074,1106,968,1036,665,371,860,550,310,"8","2","2","3","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Keshopharka","238.0","259308.0",3900,2025,1875,1897,1183,714,2136,1102,1034,"7","2","1","3","1","6.0","2.0","1.0","2.0","1.0"
"jamui","bihar","Kanhaipharka","238.0","259310.0",526,283,243,343,218,125,188,120,68,"7","2","2","2","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola Ghutwe","238.0","259311.0",2051,1053,998,861,591,270,1081,557,524,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bautha","238.0","259312.0",3150,1626,1524,1174,824,350,1640,844,796,"4","1","1","1","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Sabaijor","238.0","259313.0",2276,1206,1070,1147,727,420,797,575,222,"7","1","2","3","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Sarebad","238.0","259314.0",4794,2527,2267,2218,1429,789,1897,1211,686,"5","1","1","2","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Agahara","238.0","259316.0",3770,1956,1814,1675,1121,554,1553,945,608,"7","1","2","3","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola Dehurkhi","238.0","259317.0",631,324,307,251,169,82,329,165,164,"5","1","1","2","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola Asahana","238.0","259318.0",868,439,429,509,291,218,409,206,203,"4","1","1","1","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola DubedihBabudih","238.0","259323.0",5398,2754,2644,2360,1483,877,2577,1376,1201,"6","1","1","3","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Chapri","238.0","259325.0",1049,553,496,418,302,116,427,285,142,"6","1","2","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Bhelwa Mohanpur","238.0","259328.0",1382,722,660,601,371,230,765,392,373,"7","1","2","3","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Karhara Chaupal","238.0","259329.0",597,267,330,219,137,82,307,134,173,"6","1","1","1","3","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kamatcheraiya  Simar","238.0","259331.0",165,83,82,49,35,14,80,41,39,"6","2","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kamat","238.0","259332.0",264,136,128,108,76,32,106,58,48,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Taraun","238.0","259334.0",654,328,326,278,189,89,301,152,149,"6","1","2","2","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Dudhkasoi","238.0","259335.0",643,324,319,228,161,67,169,169,0,"5","1","1","2","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Ghosari","238.0","259336.0",156,81,75,50,36,14,37,35,2,"5","1","1","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Charghara  Kohila","238.0","259337.0",1379,711,668,385,257,128,623,397,226,"6","1","2","2","1","7.0","2.0","2.0","2.0","1.0"
"jamui","bihar","Tola Chhuchhundaria","238.0","259338.0",2658,1372,1286,534,384,150,1181,695,486,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Sarkanda","238.0","259339.0",1996,1012,984,785,537,248,816,489,327,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Chhatakaram","238.0","259340.0",550,289,261,131,118,13,302,153,149,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Belakura","238.0","259341.0",181,94,87,35,28,7,100,53,47,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bhagwana","238.0","259342.0",1843,930,913,713,513,200,750,477,273,"6","1","1","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Dumro Sukro","238.0","259343.0",2017,1079,938,892,591,301,970,493,477,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Tarbank","238.0","259344.0",1030,523,507,298,204,94,335,267,68,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Radhiachhop","238.0","259345.0",512,253,259,131,76,55,205,114,91,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Charka Pathar","238.0","259346.0",1613,870,743,726,491,235,864,448,416,"5","1","2","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Lalilewar","238.0","259347.0",2418,1225,1193,759,540,219,1245,670,575,"6","1","1","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kairi","238.0","259348.0",571,290,281,141,83,58,122,120,2,"7","3","2","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Purainia","238.0","259351.0",158,77,81,10,8,2,81,42,39,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Sonailtanr","238.0","259352.0",621,317,304,209,130,79,288,147,141,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Mahesri Gadi","238.0","259353.0",4384,2432,1952,2373,1548,825,1853,1257,596,"7","1","2","3","1","8.0","2.0","2.0","3.0","1.0"
"jamui","bihar","Tola Tilakpur","238.0","259354.0",896,466,430,326,203,123,468,226,242,"6","1","2","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Boghakewal","238.0","259355.0",931,466,465,350,224,126,387,244,143,"8","2","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Nainipathar","238.0","259360.0",1106,558,548,561,310,251,440,286,154,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Takar","238.0","259362.0",2462,1231,1231,600,393,207,1267,581,686,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Garhtanr","238.0","259363.0",1215,635,580,231,155,76,554,312,242,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Thamhan","238.0","259364.0",1822,937,885,621,396,225,868,439,429,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Chilkakhas","238.0","259365.0",558,274,284,216,124,92,358,181,177,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Barmoria","238.0","259366.0",83,47,36,35,29,6,52,31,21,"6","2","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Asarkho","238.0","259368.0",267,120,147,60,33,27,115,53,62,"5","2","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Makarkend","238.0","259369.0",990,533,457,114,86,28,459,250,209,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kaunia","238.0","259372.0",1705,882,823,690,476,214,725,415,310,"6","2","2","1","1","4.0","1.0","1.0","1.0","1.0"
"jamui","bihar","Tola Berbari","238.0","259373.0",27,16,11,5,4,1,12,12,0,"5","1","1","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Dhamni","238.0","259374.0",758,366,392,204,153,51,442,202,240,"4","1","1","1","1","4.0","1.0","1.0","1.0","1.0"
"jamui","bihar","Tola Paharpur","238.0","259375.0",232,120,112,19,16,3,75,58,17,"4","1","1","1","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Barad Pichra","238.0","259376.0",177,91,86,10,9,1,54,42,12,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Sonailtanr","238.0","259377.0",404,204,200,192,126,66,187,93,94,"4","1","1","1","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Kharik","238.0","259381.0",870,419,451,384,220,164,468,228,240,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Karmatanr","238.0","259382.0",131,73,58,49,41,8,63,32,31,"4","1","1","1","1","4.0","1.0","1.0","1.0","1.0"
"jamui","bihar","Tola Sugatanr","238.0","259383.0",143,77,66,53,34,19,42,39,3,"6","1","2","2","1","8.0","2.0","2.0","3.0","1.0"
"jamui","bihar","Tola Painkandh","238.0","259385.0",334,184,150,156,105,51,84,81,3,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bhalua","238.0","259386.0",586,319,267,249,170,79,255,136,119,"6","2","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kadwa","238.0","259390.0",202,106,96,50,35,15,97,54,43,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bhelsumbhia","238.0","259391.0",1970,1034,936,827,558,269,889,460,429,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Urwa","238.0","259525.0",1378,735,643,825,493,332,452,356,96,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Jalkharia","238.0","259526.0",708,385,323,339,226,113,262,180,82,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Maharajdih","238.0","259528.0",1210,603,607,484,304,180,346,263,83,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Jamuni","238.0","259529.0",1197,633,564,608,400,208,620,327,293,"6","1","2","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Lakhandih","238.0","259530.0",16,10,6,11,9,2,7,3,4,"6","1","3","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Garbhudih","238.0","259531.0",305,159,146,134,84,50,153,74,79,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Narodih","238.0","259532.0",1237,663,574,730,464,266,399,364,35,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Motedih","238.0","259533.0",250,113,137,57,38,19,121,57,64,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Goriadih","238.0","259534.0",277,150,127,130,82,48,142,79,63,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Patjori","238.0","259535.0",1113,574,539,645,439,206,502,331,171,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Pipra","238.0","259536.0",336,179,157,202,127,75,103,77,26,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Gadhara","238.0","259537.0",375,190,185,284,166,118,127,101,26,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bagho","238.0","259538.0",147,77,70,88,59,29,53,51,2,"5","1","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Muralipahari","238.0","259539.0",16,11,5,11,9,2,8,4,4,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Gajhi","238.0","259540.0",740,393,347,419,269,150,367,187,180,"6","1","2","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kaknia","238.0","259541.0",103,53,50,54,35,19,57,31,26,"8","2","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Binjha","238.0","259545.0",625,317,308,264,176,88,290,148,142,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Rangnia","238.0","259548.0",501,284,217,215,159,56,448,249,199,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bichkorwa","238.0","259549.0",567,302,265,416,232,184,266,136,130,"6","1","1","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Jamua","238.0","259550.0",455,231,224,116,82,34,300,162,138,"5","1","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Sanghara","238.0","259551.0",409,218,191,222,160,62,392,210,182,"6","1","2","2","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Baratanr","238.0","259552.0",139,75,64,42,35,7,43,22,21,"5","1","2","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Bichgarha","238.0","259554.0",134,71,63,52,40,12,61,31,30,"6","2","2","1","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Durgadikh","238.0","259555.0",427,224,203,183,133,50,153,109,44,"6","2","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Nauadih","238.0","259556.0",753,403,350,440,240,200,200,183,17,"6","1","2","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Barkitanr","238.0","259557.0",50,25,25,26,14,12,25,12,13,"7","1","3","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Hirnatanr","238.0","259558.0",608,323,285,242,162,80,310,162,148,"6","1","2","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Murwadih","238.0","259559.0",185,93,92,65,45,20,87,43,44,"6","2","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Mankitari","238.0","259560.0",222,114,108,44,26,18,104,57,47,"6","2","1","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Dulaia","238.0","259561.0",194,100,94,15,11,4,95,48,47,"6","2","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Ghurnawa","238.0","259562.0",145,75,70,55,40,15,96,47,49,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Katiawa","238.0","259563.0",568,317,251,226,178,48,412,229,183,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Mahjori","238.0","259564.0",5,2,3,0,0,0,4,2,2,"4","1","1","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Jiudaha","238.0","259565.0",23,15,8,9,9,0,19,12,7,"5","1","2","1","1","7.0","2.0","1.0","3.0","1.0"
"jamui","bihar","Tola Asalbania","238.0","259566.0",41,25,16,28,21,7,21,11,10,"5","1","2","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Bhalua","238.0","259570.0",186,90,96,44,37,7,95,48,47,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Panna","238.0","259571.0",57,31,26,40,26,14,27,13,14,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Naiadih","238.0","259572.0",159,93,66,72,56,16,88,46,42,"4","1","1","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Baksila","238.0","259574.0",949,510,439,423,283,140,491,266,225,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kolharia","238.0","259575.0",144,76,68,41,30,11,84,47,37,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Jamua","238.0","259576.0",356,176,180,134,82,52,170,81,89,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Mahamdia","238.0","259577.0",510,263,247,231,139,92,277,143,134,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Nakta","238.0","259579.0",538,289,249,187,128,59,321,176,145,"6","2","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bhajusar","238.0","259580.0",169,85,84,1,1,0,126,67,59,"5","1","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Charka","238.0","259581.0",498,256,242,217,134,83,351,180,171,"6","1","2","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Harin Singha","238.0","259582.0",493,266,227,39,26,13,269,136,133,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Basatpur","238.0","259585.0",483,252,231,262,192,70,205,147,58,"5","1","1","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Jhumarbad","238.0","259587.0",369,197,172,189,145,44,287,152,135,"4","1","1","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola karhi","238.0","259589.0",426,215,211,298,171,127,213,119,94,"6","1","2","2","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Leruwa","238.0","259590.0",188,89,99,105,56,49,106,53,53,"5","1","1","2","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Kotha","238.0","259591.0",147,76,71,82,48,34,66,39,27,"6","1","2","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Amarwa","238.0","259592.0",53,32,21,25,16,9,36,21,15,"5","1","1","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Lakhua","238.0","259593.0",127,65,62,75,42,33,69,35,34,"6","1","2","2","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Ghutiari","238.0","259595.0",566,312,254,293,230,63,374,217,157,"6","1","2","2","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Gobindpur","238.0","259600.0",507,258,249,231,145,86,297,157,140,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Fatehpur","238.0","259602.0",244,131,113,145,93,52,110,64,46,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Partappur","238.0","259603.0",492,265,227,261,181,80,281,142,139,"5","1","2","1","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Kusamha","238.0","259606.0",235,119,116,65,45,20,99,55,44,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Dhanwe","238.0","259610.0",342,184,158,165,114,51,243,122,121,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bhalua","238.0","259611.0",29,18,11,16,14,2,19,12,7,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Karmatanr","238.0","259612.0",162,86,76,53,37,16,94,51,43,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Mohanpur","238.0","259614.0",13,5,8,4,3,1,4,2,2,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Dulampur","238.0","259616.0",2010,1092,918,701,510,191,963,653,310,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Dhaturia","238.0","259619.0",170,79,91,64,41,23,38,36,2,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Sarasbadia","238.0","259622.0",239,127,112,43,34,9,189,99,90,"5","1","2","1","1","4.0","1.0","1.0","1.0","1.0"
"jamui","bihar","Tola Khokhlu","238.0","259624.0",125,60,65,25,21,4,97,51,46,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Chitardih","238.0","259625.0",559,292,267,250,158,92,275,140,135,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Badgunda","238.0","259626.0",688,369,319,239,167,72,202,156,46,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Hariharpur","238.0","259628.0",267,140,127,159,94,65,195,105,90,"4","1","1","1","1","6.0","2.0","2.0","1.0","1.0"
"jamui","bihar","Tola Lakra","238.0","259629.0",180,92,88,112,65,47,139,72,67,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Khutmo","238.0","259630.0",70,36,34,40,27,13,62,34,28,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Uparsapaha","238.0","259631.0",351,176,175,134,88,46,162,91,71,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Dotna","238.0","259632.0",294,152,142,87,56,31,169,87,82,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Sijhua","238.0","259633.0",126,74,52,74,55,19,64,37,27,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Bisodah","238.0","259634.0",822,465,357,394,265,129,262,217,45,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Gobardaha","238.0","259638.0",202,108,94,124,76,48,153,81,72,"5","2","1","1","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Hethsapaha","238.0","259639.0",101,56,45,76,42,34,80,43,37,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Khori","238.0","259640.0",309,153,156,204,104,100,225,113,112,"4","1","1","1","1","6.0","1.0","1.0","3.0","1.0"
"jamui","bihar","Tola Bhalua","238.0","259641.0",437,228,209,343,179,164,218,110,108,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Karijhal","238.0","259643.0",356,193,163,133,93,40,170,101,69,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Baghopatar","238.0","259645.0",709,343,366,327,205,122,554,272,282,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Lohsinghna","238.0","259646.0",1567,802,765,758,470,288,818,412,406,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Khendubanwa","238.0","259647.0",259,136,123,145,111,34,72,64,8,"4","1","1","1","1","7.0","1.0","2.0","3.0","1.0"
"jamui","bihar","Tola Semra","238.0","259648.0",649,331,318,365,237,128,268,165,103,"4","1","1","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Salaia","238.0","259649.0",316,149,167,150,106,44,97,77,20,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Ganaiya","238.0","259650.0",971,483,488,393,268,125,485,256,229,"4","1","1","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Rajasarai","238.0","259651.0",250,136,114,93,62,31,188,98,90,"4","1","1","1","1","6.0","1.0","2.0","2.0","1.0"
"jamui","bihar","Tola Murli","238.0","259652.0",264,137,127,109,79,30,203,108,95,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Basmania","238.0","259653.0",571,315,256,312,198,114,513,281,232,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Tetaria","238.0","259655.0",589,318,271,226,147,79,318,160,158,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Kholhatanr","238.0","259656.0",75,44,31,37,27,10,21,18,3,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Banpokhar","238.0","259658.0",658,333,325,329,219,110,430,218,212,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola karangarh","238.0","259659.0",1698,937,761,1133,725,408,620,459,161,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Tinchua","238.0","259794.0",552,296,256,228,153,75,293,163,130,"6","1","1","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Chihra","238.0","259795.0",381,188,193,190,116,74,213,102,111,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Balkar","238.0","259796.0",304,161,143,146,91,55,170,97,73,"5","1","2","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Satbhaia","238.0","259797.0",336,176,160,16,13,3,177,133,44,"7","1","2","3","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Korhia","238.0","259798.0",236,125,111,29,19,10,99,83,16,"7","1","2","3","1","4.0","1.0","1.0","1.0","1.0"
"jamui","bihar","Tola Dhabauna","238.0","259799.0",411,202,209,221,142,79,118,104,14,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Jhausa","238.0","259800.0",140,76,64,51,37,14,48,42,6,"4","1","1","1","1","5.0","1.0","2.0","1.0","1.0"
"jamui","bihar","Tola Basbutia","238.0","259802.0",698,368,330,202,143,59,265,169,96,"6","1","1","3","1","6.0","1.0","2.0","2.0","1.0"
